Week,Year,Title,Studio,Weekly Gross,Theater Count
29,2009,O'Horten,SPC,6528,4
29,2009,Outrage,Magn.,8329,9
29,2009,Pressure Cooker,BevP,2224,1
29,2009,Public Enemies,Uni.,12035260,3118
29,2009,Rolling,Indic.,531,1
29,2009,Rudo Y Cursi,SPC,5143,8
29,2009,Sea Monsters: A Prehistoric Adventure (IMAX),NGE,46353,9
29,2009,Seraphine,MBox,72281,18
29,2009,"Short Kut, The Con Is On",Stu18,22489,23
29,2009,Soul Power,SPC,32942,9
29,2009,Space Station 3-D (IMAX),Imax,78859,6
29,2009,Star Trek,Par.,1106959,505
29,2009,Sugar,SPC,3293,8
29,2009,Summer Hours,IFC,52357,27
29,2009,Surveillance,Magn.,6492,1
29,2009,Terminator Salvation,WB,578143,195
29,2009,Tetro,AZoe.,40922,16
29,2009,The Beaches of Agnes,CGld,25713,4
29,2009,The Brothers Bloom,Sum.,56108,68
29,2009,The Girlfriend Experience,Magn.,2950,4
29,2009,The Hangover,WB,13045245,2667
29,2009,The Hurt Locker,Sum.,1168320,94
29,2009,The Legend of God's Gun,Indic.,364,1
29,2009,The Merry Gentleman,Gold.,18895,7
29,2009,The Proposal,BV,13869497,3043
29,2009,The Stoning of Soraya M.,RAtt.,110945,34
29,2009,The Taking of Pelham 1 2 3,Sony,1335924,610
29,2009,The Vanished Empire,Kino,1019,1
29,2009,The Way We Get By,ICir,9183,1
29,2009,The Windmill Movie,FDesk,2016,1
29,2009,The Wonder of It All,Indic.,25924,3
29,2009,Three Monkeys,Zeit.,3654,1
29,2009,Throw Down Your Heart,Argo.,11647,1
29,2009,Tony Manero,Lorb.,7339,2
29,2009,Transformers: Revenge of the Fallen,P/DW,20973109,3857
29,2009,Treeless Mountain,Osci.,5053,2
29,2009,T-Rex: Back to the Cretaceous (IMAX),Imax,3955,1
29,2009,Tulpan,Zeit.,7333,2
29,2009,Tyson,SPC,8923,19
29,2009,U2 3D,NGE,20532,4
29,2009,Under Our Skin,Shad.,3206,3
29,2009,Under the Sea 3D,WB,690979,40
29,2009,Unmistaken Child,Osci.,23614,6
29,2009,Up,BV,5591656,1706
29,2009,Valentino: The Last Emperor,Truly,40368,13
29,2009,"War Eagle, Arkansas",Hann.,16117,2
29,2009,Weather Girl,NAV,4265,1
29,2009,Whatever Works,SPC,716828,228
29,2009,X-Men Origins: Wolverine,Fox,322997,226
29,2009,Year One,Sony,504454,344
29,2009,"Yoo-Hoo, Mrs. Goldberg",ICir,60986,4
29,2009,Youssou N'Dour: I Bring What I Love,Shad.,2197,2
29,2009,Z (40th anniv. re-issue),Rialto,3008,1
28,2009,$9.99 ,Reg.,5411,3
28,2009,17 Again,WB (NL),192458,121
28,2009,Adoration,SPC,1004,4
28,2009,Afghan Star,Zeit.,2498,2
28,2009,Alien Trespass,RAtt.,4414,1
28,2009,Angels & Demons,Sony,475499,282
28,2009,Anvil! The Story of Anvil,Abr.,9264,5
28,2009,Away We Go,Focus,1094806,406
28,2009,Battle for Terra,LGF,3138,1
28,2009,Big Man Japan,Magn.,3887,2
28,2009,Blood: The Last Vampire,Gold.,151231,20
28,2009,Bruno,Uni.,41215090,2759
28,2009,Cheri,Mira.,506357,173
28,2009,Dance Flick,Par.,216094,165
28,2009,Dead Snow,IFC,1655,1
28,2009,Departures,Reg.,91575,24
28,2009,Dolphins and Whales: Tribes of the Ocean 3D,3D,48628,5
28,2009,Downloading Nancy,Strand,566,1
28,2009,Drag Me to Hell,Uni.,324450,208
28,2009,Earth (2009),BV,61512,133
28,2009,Easy Virtue,SPC,91221,48
28,2009,Every Little Step,SPC,39222,33
28,2009,"Food, Inc.",Magn.,469738,81
28,2009,Galapagos (IMAX),Imax,11419,2
28,2009,Ghosts of Girlfriends Past,WB (NL),353539,241
28,2009,Girl from Monaco,Magn.,88655,21
28,2009,Goodbye Solo,RAtt.,17178,20
28,2009,Hannah Montana The Movie,BV,216206,195
28,2009,Harry Potter and the Half-Blood Prince,WB,80186627,4275
28,2009,Harvard Beats Yale 29-29,Kino,565,2
28,2009,Herb & Dorothy,Arth.,31559,5
28,2009,Humpday,Magn.,44175,2
28,2009,I Hate Valentine's Day,IFC,3867,2
28,2009,I Love You Beth Cooper,Fox,7596376,1858
28,2009,Ice Age: Dawn of the Dinosaurs,Fox,42231885,3841
28,2009,Il Divo,MBox,4969,3
28,2009,Imagine That,Par.,242840,209
28,2009,Is Anybody There?,StIs.,8014,7
28,2009,Jerichow,CGld,4561,1
28,2009,Julia (2009),Magn.,7190,4
28,2009,Kabei,Strand,2200,1
28,2009,Kambakkht Ishq,Eros,417494,100
28,2009,Land of the Lost,Uni.,535780,270
28,2009,Le combat dans l'île (1962),FDesk,177,1
28,2009,Lemon Tree,IFC,5922,8
28,2009,Lion's Den,Strand,3510,1
28,2009,Little Ashes,Reg.,5185,5
28,2009,Lymelife,Scre.,788,2
28,2009,Made in U.S.A. (re-issue),Rialto,2014,1
28,2009,Magnificent Desolation (IMAX),Imax,62909,3
28,2009,Management,Gold.,8576,6
28,2009,Mississippi Mermaid (re-issue),FDesk,7728,1
28,2009,Monsters Vs. Aliens,P/DW,430743,261
28,2009,Moon,SPC,1018020,247
28,2009,My Life in Ruins,FoxS,92111,80
28,2009,My Sister's Keeper,WB (NL),7057928,1967
28,2009,New York,Yash,98819,42
28,2009,Night at the Museum: Battle of the Smithsonian,Fox,2028272,447
28,2009,O'Horten,SPC,4874,4
28,2009,Outrage,Magn.,4085,4
28,2009,Pressure Cooker,BevP,1085,1
28,2009,Public Enemies,Uni.,19464100,3121
28,2009,Quiet Chaos,IFC,2283,1
28,2009,Rudo Y Cursi,SPC,4061,4
28,2009,Sea Monsters: A Prehistoric Adventure (IMAX),NGE,45735,9
28,2009,Seraphine,MBox,34679,12
28,2009,Sex Positive,Reg.,341,1
28,2009,"Short Kut, The Con Is On",Stu18,76207,40
28,2009,Sin Nombre,Focus,5371,7
28,2009,Soul Power,SPC,36017,6
28,2009,Space Station 3-D (IMAX),Imax,115283,8
28,2009,Star Trek,Par.,1667595,763
28,2009,Sugar,SPC,3050,6
28,2009,Summer Hours,IFC,56352,31
28,2009,Surveillance,Magn.,2488,2
28,2009,Terminator Salvation,WB,482025,221
28,2009,Tetro,AZoe.,32936,10
28,2009,The Beaches of Agnes,CGld,22355,1
28,2009,The Brothers Bloom,Sum.,70882,90
28,2009,The Girlfriend Experience,Magn.,2888,3
28,2009,The Hangover,WB,15055483,2667
28,2009,The Hurt Locker,Sum.,947729,60
28,2009,The Merry Gentleman,Gold.,2889,2
28,2009,The Proposal,BV,16536374,2920
28,2009,The Stoning of Soraya M.,RAtt.,75397,25
28,2009,The Taking of Pelham 1 2 3,Sony,2116612,627
28,2009,The Vanished Empire,Kino,5602,1
28,2009,The Way We Get By,ICir,23633,0
28,2009,The Windmill Movie,FDesk,107,1
28,2009,Tokyo Sonata,Reg.,4582,2
28,2009,Tony Manero,Lorb.,2038,1
28,2009,Transformers: Revenge of the Fallen,P/DW,35108711,4293
28,2009,T-Rex: Back to the Cretaceous (IMAX),Imax,6323,1
28,2009,Tulpan,Zeit.,4624,2
28,2009,Tyson,SPC,4484,12
28,2009,U2 3D,NGE,22232,4
28,2009,Under Our Skin,Shad.,10111,4
28,2009,Under the Sea 3D,WB,614390,38
28,2009,Unmistaken Child,Osci.,19986,5
28,2009,Up,BV,7292253,1686
28,2009,Valentino: The Last Emperor,Truly,44520,9
28,2009,"War Eagle, Arkansas",Hann.,487,1
28,2009,Weather Girl,NAV,7133,1
28,2009,Whatever Works,SPC,997605,320
28,2009,X-Men Origins: Wolverine,Fox,455873,279
28,2009,Year One,Sony,1382253,371
28,2009,"Yoo-Hoo, Mrs. Goldberg",ICir,32673,2
28,2009,Youssou N'Dour: I Bring What I Love,Shad.,961,1
28,2009,Z (40th anniv. re-issue),Rialto,5881,1
27,2009,17 Again,WB (NL),230260,206
27,2009,24 City,CGld,794,1
27,2009,Adoration,SPC,2377,4
27,2009,Afghan Star,Zeit.,3202,1
27,2009,Angels & Demons,Sony,739822,370
27,2009,Anvil! The Story of Anvil,Abr.,12111,5
27,2009,Away We Go,Focus,1710711,506
27,2009,Battle for Terra,LGF,112,2
27,2009,Betty Blue: The Director's Cut,CLS,6000,1
27,2009,Big Man Japan,Magn.,501,1
27,2009,Cheri,Mira.,589825,140
27,2009,Dance Flick,Par.,107391,85
27,2009,Dead Snow,IFC,5596,2
27,2009,Departures,Reg.,105778,23
27,2009,Dolphins and Whales: Tribes of the Ocean 3D,3D,43462,5
27,2009,Downloading Nancy,Strand,304,1
27,2009,Drag Me to Hell,Uni.,424530,298
27,2009,Earth (2009),BV,68242,31
27,2009,Easy Virtue,SPC,168066,95
27,2009,Evangelion 1.0 You Are (Not) Alone,Elev.,2871,1
27,2009,Every Little Step,SPC,51475,26
27,2009,Examined Life,Zeit.,361,1
27,2009,"Food, Inc.",Magn.,422818,83
27,2009,Galapagos (IMAX),Imax,8780,2
27,2009,Ghosts of Girlfriends Past,WB (NL),399860,303
27,2009,Girl from Monaco,Magn.,120994,21
27,2009,Goodbye Solo,RAtt.,19607,19
27,2009,Hannah Montana The Movie,BV,272496,223
27,2009,Harvard Beats Yale 29-29,Kino,1970,1
27,2009,Herb & Dorothy,Arth.,17112,4
27,2009,I Hate Valentine's Day,IFC,7137,3
27,2009,Ice Age: Dawn of the Dinosaurs,Fox,67030210,4099
27,2009,Il Divo,MBox,4211,5
27,2009,Imagine That,Par.,446195,409
27,2009,In a Dream,ICir,1226,2
27,2009,Is Anybody There?,StIs.,7684,7
27,2009,Jerichow,CGld,1342,1
27,2009,Julia (2009),Magn.,3655,4
27,2009,Kambakkht Ishq,Eros,928608,100
27,2009,Knowing,Sum.,23993,24
27,2009,Laila's Birthday,Kino,591,1
27,2009,Land of the Lost,Uni.,515780,385
27,2009,Lemon Tree,IFC,7943,10
27,2009,Lion's Den,Strand,5655,1
27,2009,Little Ashes,Reg.,14174,10
27,2009,Made in U.S.A. (re-issue),Rialto,2788,1
27,2009,Magnificent Desolation (IMAX),Imax,73332,4
27,2009,Management,Gold.,8833,8
27,2009,Monster Beach Party,Indic.,907,1
27,2009,Monsters Vs. Aliens,P/DW,560773,281
27,2009,Moon,SPC,427882,47
27,2009,My Life in Ruins,FoxS,133199,89
27,2009,My Sister's Keeper,WB (NL),10891145,2606
27,2009,New York,Yash,200664,49
27,2009,Night at the Museum: Battle of the Smithsonian,Fox,3368851,1419
27,2009,O'Horten,SPC,7319,5
27,2009,Outrage,Magn.,5246,2
27,2009,Pressure Cooker,BevP,2390,1
27,2009,Public Enemies,Uni.,37557465,3334
27,2009,Quiet Chaos,IFC,3892,1
27,2009,Race to Witch Mountain,BV,97267,96
27,2009,Rolling,Indic.,1705,1
27,2009,Rudo Y Cursi,SPC,4355,7
27,2009,Sea Monsters: A Prehistoric Adventure (IMAX),NGE,42022,9
27,2009,Seraphine,MBox,21058,5
27,2009,Sex Positive,Reg.,763,1
27,2009,Shall We Kiss?,MBox,6394,7
27,2009,Sin Nombre,Focus,7700,12
27,2009,Space Station 3-D (IMAX),Imax,61361,4
27,2009,Star Trek,Par.,2738207,1148
27,2009,Sugar,SPC,6617,8
27,2009,Summer Hours,IFC,76418,40
27,2009,Sunshine Cleaning,Over.,16941,27
27,2009,Surveillance,Magn.,5404,3
27,2009,Taken,Fox,9048,15
27,2009,Terminator Salvation,WB,484735,311
27,2009,Tetro,AZoe.,43876,11
27,2009,The Beaches of Agnes,CGld,33817,3
27,2009,The Brothers Bloom,Sum.,126824,153
27,2009,The Girlfriend Experience,Magn.,14201,11
27,2009,The Great Buck Howard,Magn.,3225,2
27,2009,The Hangover,WB,18741848,3070
27,2009,The Hurt Locker,Sum.,221745,9
27,2009,The Merry Gentleman,Gold.,3251,5
27,2009,The Proposal,BV,21779563,3099
27,2009,The Soloist,P/DW,118341,156
27,2009,The Stoning of Soraya M.,RAtt.,111993,25
27,2009,The Taking of Pelham 1 2 3,Sony,3920597,1908
27,2009,The Windmill Movie,FDesk,78,1
27,2009,Three Monkeys,Zeit.,894,1
27,2009,Tokyo Sonata,Reg.,532,1
27,2009,Tony Manero,Lorb.,5422,1
27,2009,Transformers: Revenge of the Fallen,P/DW,63972917,4234
27,2009,T-Rex: Back to the Cretaceous (IMAX),Imax,4064,1
27,2009,Tulpan,Zeit.,6080,2
27,2009,Tyson,SPC,7117,9
27,2009,U2 3D,NGE,22730,4
27,2009,Under Our Skin,Shad.,2429,3
27,2009,Under the Sea 3D,WB,607377,38
27,2009,Up,BV,10823710,2656
27,2009,Valentino: The Last Emperor,Truly,25552,14
27,2009,"War Eagle, Arkansas",Hann.,1444,1
27,2009,Whatever Works,SPC,1470922,353
27,2009,X-Men Origins: Wolverine,Fox,500159,303
27,2009,Year One,Sony,4211351,2240
27,2009,Youssou N'Dour: I Bring What I Love,Shad.,9592,3
27,2009,Z (40th anniv. re-issue),Rialto,1895,0
26,2009,$9.99 ,Reg.,8646,3
26,2009,17 Again,WB (NL),327713,224
26,2009,A Wink and a Smile,FRun,1664,1
26,2009,Adoration,SPC,12165,13
26,2009,Afghan Star,Zeit.,5794,1
26,2009,Angels & Demons,Sony,1646813,447
26,2009,Anvil! The Story of Anvil,Abr.,21970,10
26,2009,Away We Go,Focus,2602014,495
26,2009,Battle for Terra,LGF,721,2
26,2009,Big Man Japan,Magn.,5965,5
26,2009,Breakfast with Scot,Reg.,913,1
26,2009,Burma VJ,Osci.,2601,2
26,2009,Call of the Wild 3D,Viv.,1645,3
26,2009,Cheri,Mira.,634915,134
26,2009,Coraline,Focus,13692,19
26,2009,Dance Flick,Par.,341308,85
26,2009,Dead Snow,IFC,9708,2
26,2009,Departures,Reg.,134703,26
26,2009,Dolphins and Whales: Tribes of the Ocean 3D,3D,41891,5
26,2009,Drag Me to Hell,Uni.,851105,308
26,2009,Earth (2009),BV,49260,31
26,2009,Easy Virtue,SPC,387753,200
26,2009,Enlighten Up!,Bal.,9857,9
26,2009,Every Little Step,SPC,65066,39
26,2009,Examined Life,Zeit.,1760,1
26,2009,Fados,Zeit.,102,1
26,2009,Fast and Furious,Uni.,111915,108
26,2009,"Food, Inc.",Magn.,491605,75
26,2009,Galapagos (IMAX),Imax,15397,3
26,2009,Ghosts of Girlfriends Past,WB (NL),246059,288
26,2009,Gigantic,FInd.,738,1
26,2009,Gooby,Mont.,706,5
26,2009,Goodbye Solo,RAtt.,36890,33
26,2009,Hannah Montana The Movie,BV,384493,223
26,2009,Herb & Dorothy,Arth.,13090,4
26,2009,Ice Age: Dawn of the Dinosaurs,Fox,25042486,4032
26,2009,Il Divo,MBox,15707,8
26,2009,Imagine That,Par.,1377607,409
26,2009,In a Dream,ICir,1021,2
26,2009,Is Anybody There?,StIs.,12304,17
26,2009,Jerichow,CGld,2162,2
26,2009,Knowing,Sum.,57025,57
26,2009,Laila's Birthday,Kino,3345,1
26,2009,Land of the Lost,Uni.,1696465,439
26,2009,Lemon Tree,IFC,26800,18
26,2009,Little Ashes,Reg.,31395,13
26,2009,Magnificent Desolation (IMAX),Imax,78873,4
26,2009,Management,Gold.,12599,13
26,2009,Mancora,Maya,120,1
26,2009,Mississippi Mermaid (re-issue),FDesk,1540,1
26,2009,Monster Beach Party,Indic.,1094,1
26,2009,Monsters Vs. Aliens,P/DW,686765,281
26,2009,Moon,SPC,198857,21
26,2009,My Life in Ruins,FoxS,173705,132
26,2009,My Sister's Keeper,WB (NL),20730255,2606
26,2009,New York,Yash,640701,60
26,2009,Next Day Air,Sum.,37186,66
26,2009,Night at the Museum: Battle of the Smithsonian,Fox,5916001,1361
26,2009,O'Horten,SPC,20829,11
26,2009,Outrage,Magn.,6573,8
26,2009,Pressure Cooker,BevP,2351,0
26,2009,Public Enemies,Uni.,14869405,3319
26,2009,Quiet Chaos,IFC,5259,1
26,2009,Race to Witch Mountain,BV,142957,96
26,2009,Revanche,Jan.,11452,6
26,2009,Rolling,Indic.,1929,1
26,2009,Rudo Y Cursi,SPC,17152,18
26,2009,Sea Monsters: A Prehistoric Adventure (IMAX),NGE,41215,8
26,2009,Seraphine,MBox,34179,12
26,2009,Sex Positive,Reg.,197,1
26,2009,Shall We Kiss?,MBox,8541,4
26,2009,Sin Nombre,Focus,12357,20
26,2009,Space Station 3-D (IMAX),Imax,61473,7
26,2009,Star Trek,Par.,5448958,1148
26,2009,Sugar,SPC,14429,21
26,2009,Summer Hours,IFC,106944,42
26,2009,Sunshine Cleaning,Over.,33090,54
26,2009,Surveillance,Magn.,7542,2
26,2009,Taken,Fox,7774,15
26,2009,Terminator Salvation,WB,1544583,401
26,2009,Tetro,AZoe.,70178,15
26,2009,The Art of Being Straight,Reg.,4186,2
26,2009,The Beaches of Agnes,CGld,6570,3
26,2009,The Brothers Bloom,Sum.,211069,202
26,2009,The Girlfriend Experience,Magn.,39087,14
26,2009,The Golden Boys,RAtt.,263,1
26,2009,The Great Buck Howard,Magn.,4445,4
26,2009,The Hangover,WB,27737719,3124
26,2009,The Hurt Locker,Sum.,238921,9
26,2009,The Legend of God's Gun,Indic.,383,1
26,2009,The Limits of Control,Focus,3938,7
26,2009,The Merry Gentleman,Gold.,16892,13
26,2009,The Proposal,BV,30893699,3061
26,2009,The Soloist,P/DW,200403,156
26,2009,The Song of Sparrows,Reg.,3901,1
26,2009,The Stoning of Soraya M.,RAtt.,174533,27
26,2009,The Taking of Pelham 1 2 3,Sony,7968122,2071
26,2009,The Wild Child (re-issue),FDesk,212,1
26,2009,The Windmill Movie,FDesk,8010,4
26,2009,Three Monkeys,Zeit.,3226,1
26,2009,Tokyo Sonata,Reg.,200,1
26,2009,Transformers: Revenge of the Fallen,P/DW,159924060,4234
26,2009,T-Rex: Back to the Cretaceous (IMAX),Imax,3914,1
26,2009,Tulpan,Zeit.,7281,3
26,2009,Two Lovers,Magn.,1888,4
26,2009,Tyson,SPC,17671,20
26,2009,U2 3D,NGE,22426,4
26,2009,Under Our Skin,Shad.,12546,6
26,2009,Under the Sea 3D,WB,650072,38
26,2009,Up,BV,21122488,2656
26,2009,Valentino: The Last Emperor,Truly,37083,18
26,2009,"War Eagle, Arkansas",Hann.,6818,1
26,2009,Whatever Works,SPC,571776,35
26,2009,X-Men Origins: Wolverine,Fox,518741,360
26,2009,Year One,Sony,9473433,2370
26,2009,Youssou N'Dour: I Bring What I Love,Shad.,5482,2
26,2009,Z (40th anniv. re-issue),Rialto,1822,1
25,2009,$9.99 ,Reg.,16346,2
25,2009,12,SPC,181,1
25,2009,17 Again,WB (NL),487371,297
25,2009,A Wink and a Smile,FRun,80,1
25,2009,Adoration,SPC,11292,13
25,2009,Alien Trespass,RAtt.,83,1
25,2009,Angels & Demons,Sony,3846591,1251
25,2009,Anvil! The Story of Anvil,Abr.,17029,9
25,2009,Away We Go,Focus,1313188,132
25,2009,Ballerina,FRun,283,1
25,2009,Battle for Terra,LGF,873,4
25,2009,Big Man Japan,Magn.,776,1
25,2009,Breakfast with Scot,Reg.,792,1
25,2009,Brighton Rock (re-issue),Rialto,22003,1
25,2009,Burma VJ,Osci.,2460,2
25,2009,Call of the Wild 3D,Viv.,8525,12
25,2009,Cherry Blossoms,Strand,371,1
25,2009,Coraline,Focus,16488,43
25,2009,Dance Flick,Par.,386213,402
25,2009,Daytime Drinking,Elev.,984,1
25,2009,Dead Snow,IFC,8834,1
25,2009,Death of a Ghost Hunter,Noct.,506,1
25,2009,Departures,Reg.,156899,27
25,2009,Dolphins and Whales: Tribes of the Ocean 3D,3D,67322,5
25,2009,Downloading Nancy,Strand,779,1
25,2009,Drag Me to Hell,Uni.,2692530,874
25,2009,Earth (2009),BV,104619,109
25,2009,Easy Virtue,SPC,632893,255
25,2009,Enlighten Up!,Bal.,23951,9
25,2009,Everlasting Moments,IFC,7214,6
25,2009,Every Little Step,SPC,100060,52
25,2009,Examined Life,Zeit.,977,1
25,2009,Fados,Zeit.,4012,1
25,2009,Fast and Furious,Uni.,207030,184
25,2009,"Food, Inc.",Magn.,445678,51
25,2009,Galapagos (IMAX),Imax,4876,2
25,2009,Ghosts of Girlfriends Past,WB (NL),337067,226
25,2009,Gigantic,FInd.,1529,3
25,2009,Goodbye Solo,RAtt.,45579,33
25,2009,Hannah Montana The Movie,BV,142785,128
25,2009,Herb & Dorothy,Arth.,22025,4
25,2009,Home (2009 drama),Mont.,284,1
25,2009,I Can't Think Straight,Reg.,503,1
25,2009,Il Divo,MBox,5276,3
25,2009,Imagine That,Par.,4873364,3011
25,2009,In a Dream,ICir,869,1
25,2009,Is Anybody There?,StIs.,29363,39
25,2009,Julia (2009),Magn.,1688,3
25,2009,Kabei,Strand,747,1
25,2009,Kal Kissne Dekha,AdL.,6093,2
25,2009,Knowing,Sum.,155767,115
25,2009,Land of the Lost,Uni.,5923415,1905
25,2009,Lemon Tree,IFC,36217,22
25,2009,Little Ashes,Reg.,24757,15
25,2009,Lymelife,Scre.,8014,10
25,2009,Made in U.S.A. (re-issue),Rialto,439,1
25,2009,Magnificent Desolation (IMAX),Imax,61825,4
25,2009,Management,Gold.,11311,14
25,2009,Mancora,Maya,6161,2
25,2009,Monster Beach Party,Indic.,2746,2
25,2009,Monsters Vs. Aliens,P/DW,270424,228
25,2009,Moon,SPC,270228,21
25,2009,My Life in Ruins,FoxS,668426,249
25,2009,Next Day Air,Sum.,98579,133
25,2009,Night at the Museum: Battle of the Smithsonian,Fox,11095111,2409
25,2009,O'Horten,SPC,43316,23
25,2009,Outrage,Magn.,23470,13
25,2009,Paris 36,SPC,5246,10
25,2009,Pressure Cooker,BevP,7020,2
25,2009,Race to Witch Mountain,BV,275684,202
25,2009,Revanche,Jan.,19527,6
25,2009,Rolling,Indic.,2732,1
25,2009,Roving Mars (IMAX),BV,10866,4
25,2009,Rudo Y Cursi,SPC,38694,39
25,2009,Sea Monsters: A Prehistoric Adventure (IMAX),NGE,30130,9
25,2009,Seraphine,MBox,57057,13
25,2009,Sex Positive,Reg.,4764,1
25,2009,Shall We Kiss?,MBox,6044,7
25,2009,Sin Nombre,Focus,17059,22
25,2009,Sleep Dealer,Maya,10517,9
25,2009,Space Station 3-D (IMAX),Imax,52142,7
25,2009,Star Trek,Par.,7875308,2307
25,2009,Sugar,SPC,29620,32
25,2009,Summer Hours,IFC,136090,45
25,2009,Sunshine Cleaning,Over.,83714,134
25,2009,Taken,Fox,17238,27
25,2009,Tennessee,Viv.,346,2
25,2009,Terminator Salvation,WB,4394057,1360
25,2009,Tetro,AZoe.,81820,8
25,2009,The Amazing Truth About Queen Raquela,Reg.,213,1
25,2009,The Art of Being Straight,Reg.,1263,1
25,2009,The Boys: The Sherman Brothers' Story,BV,1520,2
25,2009,The Brothers Bloom,Sum.,320199,209
25,2009,The Girlfriend Experience,Magn.,21544,13
25,2009,The Golden Boys,RAtt.,939,2
25,2009,The Great Buck Howard,Magn.,4199,6
25,2009,The Hangover,WB,39968559,3545
25,2009,The Legend of God's Gun,Indic.,406,1
25,2009,The Limits of Control,Focus,17046,18
25,2009,The Merry Gentleman,Gold.,27691,14
25,2009,The Proposal,BV,50583930,3056
25,2009,The Soloist,P/DW,298526,304
25,2009,The Song of Sparrows,Reg.,9959,3
25,2009,The Taking of Pelham 1 2 3,Sony,15973395,3013
25,2009,The Windmill Movie,FDesk,7501,2
25,2009,Three Monkeys,Zeit.,5265,2
25,2009,Throw Down Your Heart,Argo.,4439,2
25,2009,Tokyo Sonata,Reg.,727,3
25,2009,Transformers: Revenge of the Fallen,P/DW,91110948,4234
25,2009,Treeless Mountain,Osci.,3696,3
25,2009,T-Rex: Back to the Cretaceous (IMAX),Imax,5624,1
25,2009,Tulpan,Zeit.,7425,3
25,2009,Two Lovers,Magn.,3038,8
25,2009,Tyson,SPC,29797,24
25,2009,U2 3D,NGE,16434,4
25,2009,Under Our Skin,Shad.,16981,2
25,2009,Under the Sea 3D,WB,560166,38
25,2009,Unmistaken Child,Osci.,12369,4
25,2009,Up,BV,34396562,3562
25,2009,Valentino: The Last Emperor,Truly,60328,30
25,2009,"War Eagle, Arkansas",Hann.,15582,6
25,2009,Whatever Works,SPC,379164,9
25,2009,X-Men Origins: Wolverine,Fox,872877,341
25,2009,Year One,Sony,26507116,3022
25,2009,Youssou N'Dour: I Bring What I Love,Shad.,20119,3
24,2009,12,SPC,1869,3
24,2009,17 Again,WB (NL),723530,388
24,2009,24 City,CGld,6961,2
24,2009,A Wink and a Smile,FRun,1662,2
24,2009,Adoration,SPC,12260,12
24,2009,Alien Trespass,RAtt.,147,1
24,2009,Angels & Demons,Sony,6238418,2436
24,2009,Antarctica,Reg.,528,1
24,2009,Anvil! The Story of Anvil,Abr.,30449,17
24,2009,Away We Go,Focus,869069,45
24,2009,Ballerina,FRun,1257,1
24,2009,Battle for Terra,LGF,126,2
24,2009,Betty Blue: The Director's Cut,CLS,4369,1
24,2009,Big Man Japan,Magn.,2848,2
24,2009,Burma VJ,Osci.,1779,2
24,2009,Call of the Wild 3D,Viv.,17980,14
24,2009,Coraline,Focus,26531,25
24,2009,Dance Flick,Par.,1050453,810
24,2009,Death of a Ghost Hunter,Noct.,2984,1
24,2009,Departures,Reg.,143280,24
24,2009,Dolphins and Whales: Tribes of the Ocean 3D,3D,60780,5
24,2009,Downloading Nancy,Strand,5023,2
24,2009,Drag Me to Hell,Uni.,5978595,2273
24,2009,Earth (2009),BV,150252,134
24,2009,Easy Virtue,SPC,441014,90
24,2009,Enlighten Up!,Bal.,14722,6
24,2009,Everlasting Moments,IFC,12004,10
24,2009,Every Little Step,SPC,156609,70
24,2009,Examined Life,Zeit.,1600,1
24,2009,Fados,Zeit.,10830,3
24,2009,Fast and Furious,Uni.,260940,234
24,2009,"Food, Inc.",Magn.,97726,3
24,2009,Galapagos (IMAX),Imax,7299,1
24,2009,Ghosts of Girlfriends Past,WB (NL),773246,545
24,2009,Gigantic,FInd.,843,2
24,2009,Goodbye Solo,RAtt.,49744,33
24,2009,Gran Torino,WB,24488,36
24,2009,Hannah Montana The Movie,BV,244023,174
24,2009,Harvard Beats Yale 29-29,Kino,6103,3
24,2009,Herb & Dorothy,Arth.,19650,2
24,2009,He's Just Not That Into You,WB (NL),4140,21
24,2009,Home (2009 drama),Mont.,3675,1
24,2009,Il Divo,MBox,8163,4
24,2009,Imagine That,Par.,8251378,3008
24,2009,In a Dream,ICir,1340,2
24,2009,Is Anybody There?,StIs.,52261,63
24,2009,Jerichow,CGld,580,1
24,2009,Julia (2009),Magn.,3557,3
24,2009,Kabei,Strand,645,1
24,2009,Kal Kissne Dekha,AdL.,18532,14
24,2009,Knowing,Sum.,119810,122
24,2009,Land of the Lost,Uni.,13870045,3534
24,2009,Le combat dans l'île (1962),FDesk,18966,1
24,2009,Lemon Tree,IFC,42824,25
24,2009,Little Ashes,Reg.,34835,16
24,2009,Lymelife,Scre.,18028,15
24,2009,Magnificent Desolation (IMAX),Imax,79966,4
24,2009,Management,Gold.,19962,21
24,2009,Monster Beach Party,Indic.,5390,2
24,2009,Monsters Vs. Aliens,P/DW,332925,255
24,2009,Moon,SPC,213611,8
24,2009,My Life in Ruins,FoxS,2699771,1165
24,2009,Next Day Air,Sum.,132471,153
24,2009,Night at the Museum: Battle of the Smithsonian,Fox,14805754,3365
24,2009,Not Forgotten,Anch.,347,1
24,2009,Nursery University,Vari.,833,1
24,2009,Observe and Report,WB,40763,47
24,2009,Obsessed,SGem,121807,180
24,2009,O'Horten,SPC,57874,17
24,2009,Outrage,Magn.,27003,18
24,2009,Paris 36,SPC,6869,11
24,2009,Pressure Cooker,BevP,6763,2
24,2009,Race to Witch Mountain,BV,313684,228
24,2009,Revanche,Jan.,25950,6
24,2009,Rolling,Indic.,5343,2
24,2009,Roving Mars (IMAX),BV,6925,4
